1,1,749.64013671875,364.763427734375,48.21746826171875,117.52960205078125,1,-1,-1,-1
1,2,1181.87255859375,487.4349670410156,76.0330810546875,185.72921752929688,1,-1,-1,-1
1,3,1022.0300903320312,432.286376953125,38.26141357421874,145.351318359375,1,-1,-1,-1
1,4,871.9636840820312,428.70001220703125,40.297119140625,157.9818115234375,1,-1,-1,-1
1,5,187.39576721191406,393.6907043457031,66.73503112792969,113.90383911132812,1,-1,-1,-1
1,6,1075.094970703125,418.4270324707031,45.73815917968749,152.84133911132812,1,-1,-1,-1
1,7,1071.24853515625,425.5044250488281,44.08740234375,176.71286010742188,1,-1,-1,-1
2,1,749.3685527198495,365.0846567705643,47.753041670160265,116.46549445538481,1,-1,-1,-1
2,2,1181.6783749519661,487.4327690187564,75.91394353615013,185.46013193682205,1,-1,-1,-1
2,3,1021.4773461099853,432.16508849593237,38.466931073062845,146.06527836066633,1,-1,-1,-1
2,4,869.9677097314279,428.60229290418386,40.25116854075991,157.80422191777504,1,-1,-1,-1
2,5,190.45467511703998,392.19223577325994,67.26525281041413,114.63670740048748,1,-1,-1,-1
2,6,1074.5503624453577,417.9140193718524,45.94753121885323,153.60662160826124,1,-1,-1,-1
2,7,1070.7951229599846,423.8829996408509,44.614789833517584,178.80095477143595,1,-1,-1,-1
3,1,745.2995517520583,364.23113133625935,48.272920806737396,117.91351691585285,1,-1,-1,-1
3,2,1178.9769937928656,485.94398212069996,77.1490168518336,188.44767392362843,1,-1,-1,-1
3,3,1020.1921443415175,432.7395086331743,38.31846860946264,144.9561916550499,1,-1,-1,-1
3,4,869.0586180538,428.10674605355825,40.01749025597835,156.89422958189203,1,-1,-1,-1
3,5,193.55506823564573,395.92333688916915,65.58277882847375,111.00649588376454,1,-1,-1,-1
3,6,1074.7926772014785,417.6841859596781,44.2574533392875,148.03936005117322,1,-1,-1,-1
3,7,1070.2260231025018,419.7596976440084,45.262059646400175,181.4100647137245,1,-1,-1,-1
4,1,741.7211037043068,364.59079103345846,47.90061738038411,117.64892720637204,1,-1,-1,-1
4,2,1177.5186589831308,484.92281190938456,78.11407776711344,190.87585882661546,1,-1,-1,-1
4,3,1019.4763312243759,433.1163210355541,38.34303150183567,144.31287809651326,1,-1,-1,-1
4,4,868.3006106985066,427.91641836796106,39.9703841736783,156.61330510729843,1,-1,-1,-1
4,5,195.36842468705814,397.1875528890605,66.12084035802577,110.82456876383506,1,-1,-1,-1
4,6,1071.4630586404953,417.5516312400801,45.45236080798588,152.31519291868162,1,-1,-1,-1
4,7,1070.0291014981224,418.3666924620768,45.39494414086271,182.0718063503711,1,-1,-1,-1
5,1,738.6262801227849,365.038010132511,47.13820402118156,116.60125769428537,1,-1,-1,-1
5,2,1176.0942641620095,484.2298542816088,78.4430958375822,191.9848366023107,1,-1,-1,-1
5,3,1018.0961883931368,433.0922506701559,38.40505939661909,143.77201584057684,1,-1,-1,-1
5,4,867.8843116012241,427.66559751407397,39.99648070504463,156.49600318032245,1,-1,-1,-1
5,5,197.42005401107292,398.09195797772435,66.82539073855767,110.29741521508187,1,-1,-1,-1
5,6,1070.283012622354,417.2223397016289,45.79767117258197,153.89334871665767,1,-1,-1,-1
5,7,1069.8281658409442,418.4655552978247,45.316022619972756,181.96099790715186,1,-1,-1,-1
6,1,734.4333250577668,364.89725570380426,46.55180050452912,116.18935709776511,1,-1,-1,-1
6,2,1175.580126595083,484.1270772493564,77.96538192317334,191.27528105234472,1,-1,-1,-1
6,3,1016.6785396959878,433.37979026540154,38.56917752415772,143.31124616067964,1,-1,-1,-1
6,4,867.2912377037592,427.5610186983403,40.00904527304286,156.4111065564493,1,-1,-1,-1
6,5,199.59772407883239,399.1655912787739,67.90459260809617,109.67158664552264,1,-1,-1,-1
6,6,1069.798246317799,417.20858088815595,45.74550822986079,154.2105820996851,1,-1,-1,-1
6,7,1067.0615640458757,422.31276868987436,44.584110766350456,179.18191104002673,1,-1,-1,-1
7,1,730.5635946591601,365.06513438444426,45.788832204487896,115.48150815379651,1,-1,-1,-1
7,2,1174.6960873086446,483.3129253288376,78.2646059652327,192.64256301364472,1,-1,-1,-1
7,3,1015.5408829259601,433.87509467487064,38.7592757702156,142.97060325834724,1,-1,-1,-1
7,4,865.347185372614,427.3835511249913,40.087624713927156,156.5501979509966,1,-1,-1,-1
7,5,200.23186929027824,399.04913850847163,70.1134825130482,110.35044647401828,1,-1,-1,-1
7,6,1070.1325970418777,417.13477391335545,44.257485648403865,149.5338552697349,1,-1,-1,-1
7,7,1065.9152361977804,423.43856328460924,44.32962283790369,178.3816859491758,1,-1,-1,-1
8,1,727.1862037047376,365.0347588255994,45.105918343706946,115.26570426086259,1,-1,-1,-1
8,2,1172.7322754136508,483.16822455069007,78.05281916915669,192.62784492954165,1,-1,-1,-1
8,3,1014.3503677201293,433.98000755115044,39.04207531056584,142.9270587932314,1,-1,-1,-1
8,4,864.4075225379923,427.2235772445102,40.177549908033996,156.6198601894005,1,-1,-1,-1
8,5,200.12477305931225,399.6167629908082,72.39871050768086,111.27614842341248,1,-1,-1,-1
8,6,1067.354307007018,417.40400374835065,44.95429000580323,152.41633598870266,1,-1,-1,-1
8,7,1065.5930687457164,420.4845914127389,44.828392161104894,180.71349240411817,1,-1,-1,-1
9,1,724.3933546645608,365.0107179793869,44.29676296110041,114.4481766860473,1,-1,-1,-1
9,2,1172.1639701752317,482.94762335885423,76.43421002481134,188.86943633555143,1,-1,-1,-1
9,3,1012.5164091896851,434.4539003589008,39.04802795007284,142.33446435605518,1,-1,-1,-1
9,4,863.5648978698852,426.69157523990077,40.46864243204569,157.47599097089721,1,-1,-1,-1
9,5,202.0837173514024,401.30871669412386,73.46515724773906,110.2666750872159,1,-1,-1,-1
9,6,1065.9837082574265,416.70404215825505,45.45891456753531,154.56629421628247,1,-1,-1,-1
9,7,1065.1436263072499,423.52815580307697,44.02583514463617,177.3894256791332,1,-1,-1,-1
10,1,721.6887276895302,364.56709359546613,43.43662959148924,113.54355915840667,1,-1,-1,-1
10,2,1169.943468273081,482.31821511793197,75.74660664218061,187.588959973485,1,-1,-1,-1
10,3,1010.5546670732124,434.87678843214934,39.11715057380204,141.8740246300018,1,-1,-1,-1
10,4,862.4987561122629,426.7561417970373,40.61247628790613,157.68694446896734,1,-1,-1,-1
10,5,203.31950585525743,402.0918257747183,74.52473269468508,110.1518733987333,1,-1,-1,-1
10,6,1064.9057487682937,416.34208475716895,45.75654872759912,156.0677123281728,1,-1,-1,-1
10,7,1064.5367615238174,420.2445776237839,44.67923224978595,180.154861409543,1,-1,-1,-1
11,1,719.1871909543939,363.9466919287041,42.992460099051314,113.70888080342158,1,-1,-1,-1
11,2,1168.3241335867558,482.3815269278573,74.89986685889501,185.720918337463,1,-1,-1,-1
11,3,1008.102203022555,434.73773269273624,39.316592903057746,142.40856580750136,1,-1,-1,-1
11,4,860.2038597364954,426.7566104059782,40.6319035883007,157.67014030263203,1,-1,-1,-1
11,5,208.96639787357554,403.19135326523195,74.56251788772013,109.31113012774624,1,-1,-1,-1
11,6,1063.9570803200204,416.71091646316347,45.76546992873966,156.18357686607754,1,-1,-1,-1
11,7,1061.8802112777971,419.6139460172702,44.705791850337064,180.02608725305564,1,-1,-1,-1
12,1,717.0102716777586,363.5361201467128,42.103921156091545,112.60118207802398,1,-1,-1,-1
12,2,1165.5669118014782,481.8933882994735,74.91279084172893,186.18465068260596,1,-1,-1,-1
12,3,1006.3645221780739,434.6846617414291,39.34748824081593,142.61758611750054,1,-1,-1,-1
